data;totale;settore
20221020;991.20;Running
20221020;1358.77;Sci
20221020;288.69;Snowboard
20221020;441.25;Tennis
20221020;1197.49;Trekking
20221021;1760.62;Calcio
20221021;3026.46;Casual
20221021;90.86;Fitness
20221021;13637.26;Padel
20221021;1557.92;Pesca
20221021;578.20;Running
20221021;1730.47;Sci
20221021;37.17;Tennis
20221022;164.79;Bambino
20221022;4616.93;Calcio
20221022;532.36;Casual
20221022;822.70;Fitness
20221022;9300.76;Padel
20221022;1502.12;Pesca
20221022;743.40;Running
20221022;82.19;Sci
20221022;695.91;Tennis
20221022;825.59;Trekking
20221023;1813.48;Calcio
20221023;660.39;Casual
20221023;205.67;Fitness
20221023;103.25;Intimo
20221023;10.74;Nuoto
20221023;7334.47;Padel
20221023;925.49;Pesca
20221023;82.19;Snowboard
20221023;689.71;Tennis
20221024;164.79;Basket
20221024;2070.37;Calcio
20221024;1234.87;Casual
20221024;320.08;Nuoto
20221024;19406.46;Padel
20221024;3278.06;Pesca
20221024;555.49;Tennis
20221024;970.14;Trekking
20221025;780.16;Calcio
20221025;1032.09;Casual
20221025;51.21;Ciclismo
20221025;2283.89;Fitness
20221025;5025.38;Padel
20221025;3214.96;Pesca
20221025;908.60;Running
20221025;227.15;Snowboard
20221025;1692.89;Tennis
20221025;412.59;Trekking
20221026;206.09;Bambino
20221026;2804.27;Calcio
20221026;46.26;Ciclismo
20221026;481.15;Fitness
20221026;206.09;Nuoto
20221026;735.59;Padel
20221026;2808.81;Pesca
20221026;945.36;Tennis
20221026;412.59;Trekking
20221027;4099.44;Calcio
20221027;743.40;Casual
20221027;239.54;Fitness
20221027;9197.10;Padel
20221027;1175.40;Pesca
20221027;495.60;Tennis
20221028;810.72;Calcio
20221028;363.44;Casual
20221028;235.41;Fitness
20221028;103.25;Mare
20221028;148.27;Nuoto
20221028;5108.40;Padel
20221028;765.29;Pesca
20221028;784.45;Sci
20221029;2655.59;Calcio
20221029;371.29;Casual
20221029;205.67;Ciclismo
20221029;8570.91;Padel
20221029;2390.77;Pesca
20221029;743.19;Running
20221029;1032.50;Trekking
20221030;687.65;Bambino
20221030;1114.69;Calcio
20221030;680.21;Casual
20221030;46.26;Ciclismo
20221030;196.59;Fitness
20221030;469.58;Mare
20221030;5691.14;Padel
20221030;2686.32;Pesca
20221030;495.60;Running
20221030;557.55;Sci
20221030;991.20;Tennis
20221031;115.23;Bambino
20221031;1634.90;Calcio
20221031;1032.09;Casual
20221031;197.41;Ciclismo
20221031;247.39;Fitness
20221031;99.12;Nuoto
20221031;4518.18;Padel
20221031;1186.09;Pesca
20221031;805.35;Running
20221031;144.55;Tennis
20221101;206.09;Bambino
20221101;642.83;Calcio
20221101;875.56;Casual
20221101;541.03;Fitness
20221101;268.45;Nuoto
20221101;3010.56;Padel
20221101;3466.64;Pesca
20221101;1139.67;Tennis
20221101;144.55;Trekking
20221102;115.23;Bambino
20221102;2489.15;Calcio
20221102;454.30;Casual
20221102;55.76;Fitness
20221102;1070.37;Padel
20221102;1252.17;Pesca
20221103;602.15;Bambino
20221103;2839.38;Calcio
20221103;392.35;Casual
20221103;4481.05;Padel
20221103;1513.03;Pesca
20221103;1704.86;Running
20221103;805.35;Sci
20221103;908.60;Trekking
20221104;3335.31;Calcio
20221104;2208.93;Casual
20221104;1024.65;Fitness
20221104;2005.94;Padel
20221104;1637.26;Pesca
20221104;371.66;Sci
20221104;128.03;Snowboard
20221104;846.24;Tennis
20221104;268.04;Trekking
20221105;371.29;Bambino
20221105;1704.04;Calcio
20221105;532.77;Fitness
20221105;2828.84;Padel
20221105;1091.68;Pesca
20221105;1105.19;Running
20221105;12889.73;Sci
20221106;1959.48;Calcio
20221106;5274.01;Casual
20221106;211.04;Fitness
20221106;1918.72;Padel
20221106;3148.59;Pesca
20221106;82.19;Running
20221106;1097.75;Sci
20221106;516.25;Snowboard
20221106;578.20;Tennis
20221106;330.19;Trekking
20221107;123.49;Bambino
20221107;1821.74;Calcio
20221107;5034.47;Casual
20221107;119.77;Fitness
20221107;1011.44;Padel
20221107;1913.72;Pesca
20221107;268.04;Running
20221107;970.55;Snowboard
20221107;990.79;Tennis
20221107;268.04;Trekking
20221108;6234.24;Calcio
20221108;1383.55;Casual
20221108;40.89;Ciclismo
20221108;198.65;Fitness
20221108;1234.87;Padel
20221108;1947.05;Pesca
20221108;412.59;Tennis
20221108;412.59;Trekking
20221109;74.34;Bambino
20221109;2697.72;Calcio
20221109;1383.55;Casual
20221109;51.21;Ciclismo
20221109;1234.87;Padel
20221109;2955.02;Pesca
20221109;2891.00;Running
20221109;268.45;Tennis
20221109;536.90;Trekking
20221110;5515.12;Calcio
20221110;2767.10;Casual
20221110;732.87;Fitness
20221110;66.08;Nuoto
20221110;3298.14;Padel
20221110;1865.48;Pesca
20221110;1115.10;Running
20221110;220.96;Tennis
20221110;370.87;Trekking
20221111;3495.63;Calcio
20221111;2531.69;Casual
20221111;132.16;Fitness
20221111;1895.67;Padel
20221111;3800.84;Pesca
20221111;1486.80;Running
20221111;495.60;Tennis
20221112;1194.81;Calcio
20221112;1815.18;Fitness
20221112;36.76;Padel
20221112;2192.58;Pesca
20221112;1528.10;Running
20221112;651.30;Sci
20221112;1073.80;Trekking
20221113;206.09;Bambino
20221113;1474.82;Calcio
20221113;123.49;Casual
20221113;102.84;Ciclismo
20221113;659.97;Fitness
20221113;1238.59;Padel
20221113;4077.09;Pesca
20221113;619.50;Running
20221113;1134.92;Sci
20221113;36.76;Trekking
20221114;247.39;Bambino
20221114;4422.82;Calcio
20221114;1998.92;Casual
20221114;132.16;Nuoto
20221114;2963.52;Padel
20221114;4459.33;Pesca
20221114;1197.70;Running
20221114;164.79;Sci
20221114;408.21;Tennis
20221114;615.37;Trekking
20221115;103.25;Bambino
20221115;3527.23;Calcio
20221115;1040.76;Casual
20221115;28.91;Ciclismo
20221115;280.84;Fitness
20221115;90.03;Nuoto
20221115;1878.74;Padel
20221115;723.99;Pesca
20221115;619.50;Running
20221115;821.87;Sci
20221115;1155.99;Snowboard
20221115;1725.51;Tennis
20221115;654.19;Trekking
20221116;759.92;Bambino
20221116;1639.82;Calcio
20221116;1725.93;Casual
20221116;46.26;Ciclismo
20221116;123.49;Fitness
20221116;4228.29;Padel
20221116;3034.85;Pesca
20221116;846.65;Sci
20221116;1354.64;Snowboard
20221116;6276.36;Tennis
20221117;119.77;Basket
20221117;3421.91;Calcio
20221117;908.60;Casual
20221117;720.69;Fitness
20221117;4137.85;Padel
20221117;2480.56;Pesca
20221117;495.60;Running
20221117;69.80;Trekking
20221118;3948.90;Calcio
20221118;144.55;Casual
20221118;1032.50;Padel
20221118;2254.61;Pesca
20221118;495.60;Running
20221118;4117.20;Sci
20221118;309.75;Snowboard
20221118;2870.35;Tennis
20221118;103.25;Volley
20221119;329.99;Bambino
20221119;3096.88;Calcio
20221119;2415.22;Casual
20221119;1055.09;Fitness
20221119;949.90;Padel
20221119;1846.81;Pesca
20221119;908.60;Running
20221119;164.79;Sci
20221119;4211.77;Tennis
20221120;82.19;Bambino
20221120;651.30;Calcio
20221120;470.82;Casual
20221120;581.38;Fitness
20221120;3851.80;Pesca
20221120;619.50;Running
20221120;721.72;Sci
20221120;1899.80;Tennis
20221121;2155.03;Calcio
20221121;1981.99;Casual
20221121;164.79;Ciclismo
20221121;83.84;Fitness
20221121;2092.18;Padel
20221121;4608.30;Pesca
20221121;164.79;Running
20221121;1462.02;Sci
20221121;474.54;Snowboard
20221121;7392.70;Tennis
20221121;2431.74;Trekking
20221122;989.14;Bambino
20221122;4659.47;Calcio
20221122;10510.85;Casual
20221122;90.45;Danza
20221122;1212.98;Fitness
20221122;57.41;Nuoto
20221122;11725.48;Padel
20221122;4247.87;Pesca
20221122;5926.55;Running
20221122;2159.16;Sci
20221122;1259.65;Snowboard
20221122;10241.16;Tennis
20221122;1609.46;Trekking
20221123;4297.80;Calcio
20221123;3645.96;Casual
20221123;397.72;Fitness
20221123;6962.35;Padel
20221123;3148.22;Pesca
20221123;574.07;Running
20221123;102.84;Sci
20221123;654.56;Snowboard
20221123;6835.15;Tennis
20221124;474.54;Bambino
20221124;206.50;Buoni / acconti
20221124;5609.16;Calcio
20221124;4348.06;Casual
20221124;709.95;Fitness
20221124;74.34;Nuoto
20221124;4261.58;Padel
20221124;3060.12;Pesca
20221124;990.79;Running
20221124;2327.67;Sci
20221124;4708.20;Tennis
20221124;1589.22;Trekking
20221125;4947.33;Calcio
20221125;2667.15;Casual
20221125;46.26;Ciclismo
20221125;449.67;Fitness
20221125;5821.90;Padel
20221125;3382.22;Pesca
20221125;1404.20;Running
20221125;970.10;Sci
20221125;11088.64;Tennis
20221125;1230.74;Trekking
20221126;164.79;Basket
20221126;3256.92;Calcio
20221126;363.03;Casual
20221126;46.26;Ciclismo
20221126;722.34;Fitness
20221126;2972.36;Padel
20221126;1569.44;Pesca
20221126;1689.17;Running
20221126;4770.15;Sci
20221126;144.55;Snowboard
20221126;5037.98;Tennis
20221126;329.99;Volley
20221127;701.69;Bambino
20221127;4341.04;Calcio
20221127;7181.66;Casual
20221127;1191.09;Fitness
20221127;7059.82;Padel
20221127;4774.94;Pesca
20221127;1528.10;Running
20221127;3113.61;Sci
20221127;10240.75;Tennis
20221127;598.85;Trekking
20221128;28.91;Bambino
20221128;2420.18;Calcio
20221128;1197.70;Casual
20221128;627.35;Fitness
20221128;103.25;Mare
20221128;3099.40;Padel
20221128;2712.38;Pesca
20221128;1734.60;Running
20221128;1662.74;Sci
20221128;1404.16;Snowboard
20221128;4067.84;Tennis
20221128;536.49;Trekking
20221129;725.64;Bambino
20221129;4473.41;Calcio
20221129;3237.09;Casual
20221129;1918.80;Fitness
20221129;2517.65;Padel
20221129;3077.39;Pesca
20221129;3262.70;Running
20221129;7279.91;Sci
20221129;5369.00;Tennis
20221129;804.52;Trekking
20221130;123.49;Bambino
20221130;1505.39;Calcio
20221130;2609.75;Casual
20221130;123.49;Fitness
20221130;5757.72;Padel
20221130;3750.78;Pesca
20221130;1139.47;Sci
20221130;743.40;Tennis
20221130;14.87;Trekking
20221201;598.02;Calcio
20221201;1093.83;Casual
20221201;56.58;Ciclismo
20221201;543.92;Fitness
20221201;259.78;Mare
20221201;7697.33;Padel
20221201;3746.36;Pesca
20221201;3217.27;Sci
20221201;2143.06;Tennis
20221201;287.45;Trekking
20221201;103.25;Volley
20221202;94.58;Arti marziali
20221202;412.59;Bambino
20221202;206.50;Buoni / acconti
20221202;4951.46;Calcio
20221202;598.44;Casual
20221202;191.22;Fitness
20221202;10894.20;Padel
20221202;4255.10;Pesca
20221202;218.06;Running
20221202;3588.97;Sci
20221202;1089.49;Snowboard
20221202;2147.19;Tennis
20221202;804.73;Trekking
20221203;486.93;Bambino
20221203;1960.92;Calcio
20221203;2286.33;Casual
20221203;51.21;Ciclismo
20221203;90.45;Danza
20221203;716.56;Fitness
20221203;24.78;Nuoto
20221203;2778.09;Padel
20221203;2588.31;Pesca
20221203;320.90;Sci
20221203;821.87;Snowboard
20221203;1796.55;Tennis
20221203;1667.90;Trekking
20221204;227.15;Bambino
20221204;2577.53;Calcio
20221204;1773.01;Casual
20221204;1509.52;Fitness
20221204;2785.27;Padel
20221204;1263.78;Pesca
20221204;1176.64;Sci
20221204;164.79;Skateboard
20221204;246.97;Snowboard
20221204;1445.50;Tennis
20221204;816.71;Trekking
20221205;639.32;Bambino
20221205;4225.40;Calcio
20221205;3277.57;Casual
20221205;179.66;Ciclismo
20221205;350.64;Fitness
20221205;417.13;Nuoto
20221205;5122.85;Padel
20221205;4697.50;Pesca
20221205;3847.05;Sci
20221205;363.03;Snowboard
20221205;1156.40;Tennis
20221205;185.85;Trekking
20221206;103.25;Bambino
20221206;74.34;Basket
20221206;2413.16;Calcio
20221206;817.74;Casual
20221206;229.22;Ciclismo
20221206;366.74;Fitness
20221206;6422.23;Padel
20221206;2354.43;Pesca
20221206;2608.10;Sci
20221206;408.87;Snowboard
20221206;4253.90;Tennis
20221206;40.89;Volley
20221207;123.49;Basket
20221207;1879.69;Calcio
20221207;989.55;Casual
20221207;1384.38;Fitness
20221207;3191.50;Padel
20221207;2045.18;Pesca
20221207;1473.96;Sci
20221207;739.27;Snowboard
20221207;1844.25;Tennis
20221208;288.69;Bambino
20221208;5202.77;Calcio
20221208;548.88;Casual
20221208;1175.69;Fitness
20221208;5275.66;Padel
20221208;3233.42;Pesca
20221208;3634.40;Running
20221208;482.38;Sci
20221208;1025.89;Tennis
20221209;2815.83;Calcio
20221209;3881.79;Casual
20221209;1619.79;Fitness
20221209;156.94;Nuoto
20221209;1902.28;Padel
20221209;2588.39;Pesca
20221209;2582.90;Running
20221209;1387.27;Sci
20221209;1234.87;Snowboard
20221209;1742.86;Tennis
20221209;536.90;Trekking
20221209;82.19;Volley
20221210;206.50;Buoni / acconti
20221210;3051.66;Calcio
20221210;768.18;Casual
20221210;51.21;Ciclismo
20221210;778.92;Fitness
20221210;173.46;Nuoto
20221210;6365.98;Padel
20221210;2126.00;Pesca
20221210;131.75;Running
20221210;1936.10;Sci
20221210;1114.69;Tennis
20221210;1073.80;Trekking
20221211;247.39;Bambino
20221211;61.54;Basket
20221211;4605.36;Calcio
20221211;3199.51;Casual
20221211;219.51;Fitness
20221211;115.64;Nuoto
20221211;3982.81;Padel
20221211;6419.84;Pesca
20221211;2312.80;Running
20221211;3591.86;Sci
20221211;821.87;Snowboard
20221211;181.72;Tennis
20221211;742.99;Trekking
20221212;206.09;Arti marziali
20221212;206.09;Bambino
20221212;4642.95;Calcio
20221212;3979.26;Casual
20221212;1013.92;Fitness
20221212;5230.48;Padel
20221212;3497.90;Pesca
20221212;206.09;Running
20221212;738.44;Sci
20221212;1725.51;Snowboard
20221212;1197.70;Tennis
20221212;536.90;Trekking
20221213;326.27;Bambino
20221213;413.00;Buoni / acconti
20221213;8091.29;Calcio
20221213;1993.96;Casual
20221213;86.73;Fitness
20221213;1287.98;Padel
20221213;2990.99;Pesca
20221213;626.89;Sci
20221213;1767.64;Snowboard
20221213;4216.73;Tennis
20221213;103.25;Volley
20221214;206.09;Bambino
20221214;123.49;Basket
20221214;9294.36;Calcio
20221214;3344.06;Casual
20221214;474.54;Ciclismo
20221214;3384.54;Padel
20221214;2506.91;Pesca
20221214;1486.80;Running
20221214;351.05;Sci
20221214;2048.48;Snowboard
20221214;2849.49;Tennis
20221214;371.29;Trekking
20221215;841.69;Bambino
20221215;103.25;Buoni / acconti
20221215;4341.04;Calcio
20221215;3625.73;Casual
20221215;299.43;Fitness
20221215;5256.66;Padel
20221215;3240.77;Pesca
20221215;920.16;Running
20221215;742.99;Sci
20221215;1932.84;Snowboard
20221215;1218.14;Tennis
20221215;392.14;Trekking
20221215;82.19;Volley
20221216;103.25;Bambino
20221216;61.54;Basket
20221216;5883.19;Calcio
20221216;2485.85;Casual
20221216;617.85;Fitness
20221216;2981.03;Padel
20221216;206.09;Pattini
20221216;4514.26;Pesca
20221216;1321.19;Running
20221216;3658.73;Sci
20221216;2473.66;Snowboard
20221216;1672.03;Tennis
20221216;1382.52;Trekking
20221217;74.34;Basket
20221217;9383.57;Calcio
20221217;2121.99;Casual
20221217;111.92;Fitness
20221217;1337.29;Padel
20221217;2957.53;Pesca
20221217;1476.85;Sci
20221217;1609.87;Snowboard
20221217;1569.19;Tennis
20221217;247.59;Trekking
20221218;123.49;Basket
20221218;9032.31;Calcio
20221218;2530.45;Casual
20221218;106.14;Fitness
20221218;3935.48;Padel
20221218;1839.50;Pesca
20221218;743.40;Running
20221218;4727.20;Sci
20221218;800.81;Tennis
20221218;1960.51;Trekking
20221219;164.79;Bambino
20221219;5189.84;Calcio
20221219;3394.45;Casual
20221219;572.01;Fitness
20221219;28.91;Nuoto
20221219;4665.25;Padel
20221219;5338.93;Pesca
20221219;970.14;Running
20221219;255.65;Sci
20221219;2510.63;Snowboard
20221219;532.36;Tennis
20221220;61.95;Bambino
20221220;929.25;Buoni / acconti
20221220;3698.83;Calcio
20221220;309.75;Casual
20221220;1145.25;Fitness
20221220;94.99;Nuoto
20221220;2229.79;Padel
20221220;3399.73;Pesca
20221220;148.68;Running
20221220;527.81;Sci
20221220;577.37;Snowboard
20221220;1403.79;Tennis
20221220;392.14;Trekking
20221221;2465.20;Calcio
20221221;40.89;Ciclismo
20221221;111.92;Fitness
20221221;412.59;Padel
20221221;3010.89;Pesca
20221221;2262.41;Sci
20221221;2064.79;Tennis
20221221;491.47;Trekking
20221222;161.07;Bambino
20221222;1048.19;Calcio
20221222;1713.95;Casual
20221222;202.78;Ciclismo
20221222;536.07;Fitness
20221222;20.24;Freccette
20221222;1439.72;Pesca
20221222;392.35;Snowboard
20221223;706.23;Calcio
20221223;392.35;Casual
20221223;2238.83;Pesca
20221223;2477.96;Sci
20221224;329.99;Calcio
20221224;493.12;Casual
20221224;46.26;Ciclismo
20221224;2036.05;Pesca
20221224;82.39;Sci
20221225;1317.47;Calcio
20221225;177.59;Casual
20221225;578.20;Padel
20221225;980.71;Pesca
20221225;702.10;Snowboard
20221226;74.34;Calcio
20221226;607.11;Padel
20221226;1987.56;Pesca
20221226;1445.50;Snowboard
20221226;536.07;Trekking
20221227;3899.96;Calcio
20221227;123.49;Casual
20221227;1486.80;Padel
20221227;2862.26;Pesca
20221227;4579.55;Sci
20221227;929.04;Trekking
20221227;329.99;Volley
20221228;494.77;Bambino
20221228;1488.87;Calcio
20221228;908.60;Casual
20221228;309.75;Fitness
20221228;2264.23;Pesca
20221228;743.40;Running
20221228;3279.22;Sci
20221228;1692.89;Snowboard
20221228;247.39;Tennis
20221228;1362.69;Trekking
20221228;329.99;Volley
20221229;206.09;Bambino
20221229;2057.77;Calcio
20221229;1064.71;Casual
20221229;363.03;Fitness
20221229;1691.57;Pesca
20221229;1486.80;Running
20221229;1445.50;Snowboard
20221229;970.55;Trekking
20221230;1672.24;Calcio
20221230;866.89;Casual
20221230;247.39;Fitness
20221230;4076.48;Pesca
20221230;1445.50;Sci
20221230;350.64;Trekking
20221230;329.99;Volley
20221231;1519.84;Calcio
20221231;3918.34;Pesca
20221231;329.99;Volley
20230101;1152.27;Bambino
20230101;3204.47;Calcio
20230101;743.40;Casual
20230101;1413.62;Pesca
20230101;103.25;Tennis
20230101;392.14;Trekking
20230102;1048.61;Calcio
20230102;417.13;Casual
20230102;2209.88;Padel
20230102;2221.69;Pesca
20230102;949.69;Sci
20230102;1788.29;Snowboard
20230102;1007.51;Trekking
20230103;144.55;Bambino
20230103;1903.10;Calcio
20230103;1341.42;Casual
20230103;638.91;Fitness
20230103;3985.45;Padel
20230103;3856.72;Pesca
20230103;3547.67;Sci
20230103;677.32;Snowboard
20230103;329.57;Tennis
20230103;1214.22;Trekking
20230104;20.24;Arti marziali
20230104;82.19;Bambino
20230104;4775.77;Calcio
20230104;3128.48;Casual
20230104;530.71;Fitness
20230104;1670.09;Padel
20230104;1645.39;Pesca
20230104;1238.96;Running
20230104;11051.84;Sci
20230104;2122.41;Snowboard
20230104;288.69;Tennis
20230104;1895.67;Trekking
20230105;4250.18;Calcio
20230105;7197.35;Casual
20230105;71.86;Ciclismo
20230105;678.56;Fitness
20230105;2171.97;Padel
20230105;1704.82;Pesca
20230105;673.19;Running
20230105;20393.53;Sci
20230105;8458.24;Snowboard
20230105;4489.10;Trekking
20230105;659.97;Volley
20230106;107.38;Bambino
20230106;57.82;Basket
20230106;5186.87;Calcio
20230106;3373.38;Casual
20230106;710.77;Fitness
20230106;227.15;Nuoto
20230106;1052.74;Padel
20230106;3618.58;Pesca
20230106;1486.80;Running
20230106;3625.73;Sci
20230106;1375.29;Snowboard
20230106;198.24;Tennis
20230106;4892.81;Trekking
20230107;433.65;Bambino
20230107;4292.31;Calcio
20230107;4248.94;Casual
20230107;720.27;Fitness
20230107;4233.25;Padel
20230107;1842.19;Pesca
20230107;3630.19;Running
20230107;206.09;Sci
20230107;545.16;Snowboard
20230107;1895.05;Trekking
20230108;371.29;Bambino
20230108;2190.97;Calcio
20230108;1890.71;Casual
20230108;453.47;Fitness
20230108;2680.62;Padel
20230108;1246.81;Pesca
20230108;973.03;Running
20230108;4214.46;Sci
20230108;2238.46;Snowboard
20230108;276.30;Tennis
20230108;4169.24;Trekking
20230108;454.30;Volley
20230109;5738.84;Calcio
20230109;2642.37;Casual
20230109;510.88;Fitness
20230109;6026.17;Padel
20230109;2980.83;Pesca
20230109;619.50;Running
20230109;4141.98;Sci
20230109;2126.50;Snowboard
20230109;897.86;Tennis
20230109;392.14;Trekking
20230110;7781.33;Calcio
20230110;4004.45;Casual
20230110;46.26;Ciclismo
20230110;1573.53;Fitness
20230110;177.55;Nuoto
20230110;4515.62;Padel
20230110;2394.49;Pesca
20230110;2023.29;Running
20230110;2691.73;Sci
20230110;2221.94;Snowboard
20230110;3266.83;Trekking
20230111;3611.27;Calcio
20230111;784.29;Casual
20230111;289.10;Fitness
20230111;288.69;Mare
20230111;24.78;Nuoto
20230111;5001.43;Padel
20230111;5480.06;Pesca
20230111;1110.97;Running
20230111;5364.25;Sci
20230111;181.31;Snowboard
20230111;619.50;Tennis
20230111;2588.06;Trekking
20230111;329.99;Volley
20230112;6102.08;Calcio
20230112;268.45;Casual
20230112;35.11;Ciclismo
20230112;90.45;Danza
20230112;512.12;Fitness
20230112;206.09;Freccette
20230112;3550.40;Padel
20230112;3664.01;Pesca
20230112;1527.27;Running
20230112;4154.37;Sci
20230112;1688.76;Tennis
20230112;1816.17;Trekking
20230113;2348.73;Calcio
20230113;1267.50;Casual
20230113;367.57;Fitness
20230113;1887.26;Padel
20230113;2185.60;Pesca
20230113;784.70;Running
20230113;2106.30;Sci
20230113;173.05;Snowboard
20230113;1569.19;Tennis
20230113;2882.12;Trekking
20230114;3866.92;Calcio
20230114;1411.63;Casual
20230114;90.45;Danza
20230114;1283.60;Fitness
20230114;408.87;Mare
20230114;2137.19;Padel
20230114;3082.47;Pesca
20230114;1730.47;Running
20230114;3203.64;Sci
20230114;4018.49;Snowboard
20230114;53.69;Tennis
20230114;1362.69;Trekking
20230114;454.30;Volley
20230115;2558.54;Calcio
20230115;3666.20;Casual
20230115;307.27;Fitness
20230115;2339.23;Padel
20230115;2417.83;Pesca
20230115;2890.17;Running
20230115;9138.86;Sci
20230115;850.74;Snowboard
20230115;164.79;Tennis
20230115;1990.25;Trekking
20230115;454.30;Volley
20230116;7782.99;Calcio
20230116;2758.01;Casual
20230116;742.99;Fitness
20230116;3629.20;Padel
20230116;3919.25;Pesca
20230116;258.95;Sci
20230116;991.20;Snowboard
20230116;598.64;Tennis
20230116;2109.60;Trekking
20230116;329.99;Volley
20230117;5656.86;Calcio
20230117;1072.97;Casual
20230117;620.33;Fitness
20230117;26.85;Padel
20230117;2949.36;Pesca
20230117;1400.07;Running
20230117;2209.34;Sci
20230117;144.55;Snowboard
20230117;148.68;Tennis
20230117;2580.63;Trekking
20230118;40.89;Arti marziali
20230118;206.09;Bambino
20230118;3807.24;Calcio
20230118;2848.46;Casual
20230118;111.92;Fitness
20230118;5528.83;Padel
20230118;4239.20;Pesca
20230118;81.77;Running
20230118;2778.87;Sci
20230118;1973.73;Snowboard
20230118;351.05;Tennis
20230118;2750.58;Trekking
20230119;3678.59;Calcio
20230119;2902.98;Casual
20230119;1908.06;Fitness
20230119;1259.65;Padel
20230119;2519.22;Pesca
20230119;764.05;Running
20230119;2225.86;Sci
20230119;536.07;Tennis
20230120;82.39;Bambino
20230120;5419.39;Calcio
20230120;2336.34;Casual
20230120;40.89;Ciclismo
20230120;227.15;Fitness
20230120;1381.82;Padel
20230120;4799.97;Pesca
20230120;4212.60;Running
20230120;545.16;Sci
20230120;247.39;Snowboard
20230120;61.95;Tennis
20230120;5257.08;Trekking
20230121;4867.82;Calcio
20230121;5318.20;Casual
20230121;717.79;Fitness
20230121;1362.49;Padel
20230121;3839.66;Pesca
20230121;2436.70;Running
20230121;991.20;Sci
20230121;3039.27;Snowboard
20230121;329.99;Tennis
20230121;656.67;Trekking
20230122;3799.19;Calcio
20230122;1816.37;Casual
20230122;1089.91;Fitness
20230122;1668.60;Pesca
20230122;1693.30;Running
20230122;6120.25;Sci
20230122;5732.03;Snowboard
20230122;1279.89;Trekking
20230123;7209.33;Calcio
20230123;4625.60;Casual
20230123;716.97;Fitness
20230123;347.17;Padel
20230123;3327.95;Pesca
20230123;4459.99;Running
20230123;5851.80;Sci
20230123;5148.66;Snowboard
20230123;784.29;Tennis
20230123;1230.74;Trekking
20230124;7299.65;Calcio
20230124;4206.82;Casual
20230124;51.21;Ciclismo
20230124;77.44;Fitness
20230124;1259.65;Padel
20230124;3321.35;Pesca
20230124;1404.20;Running
20230124;2864.57;Sci
20230124;614.96;Snowboard
20230124;578.20;Tennis
20230124;1400.07;Trekking
20230125;3938.37;Calcio
20230125;859.04;Casual
20230125;377.90;Fitness
20230125;106.97;Nuoto
20230125;1353.98;Pesca
20230125;5946.37;Running
20230125;1894.43;Sci
20230125;4604.95;Snowboard
20230125;288.69;Tennis
20230125;4736.28;Trekking
20230126;5053.88;Calcio
20230126;1712.71;Casual
20230126;1708.58;Fitness
20230126;125.14;Padel
20230126;1415.35;Pesca
20230126;1486.80;Running
20230126;5918.08;Sci
20230126;1647.87;Snowboard
20230126;1073.59;Tennis
20230126;656.67;Trekking
20230127;24.78;Bambino
20230127;598.85;Basket
20230127;3212.31;Calcio
20230127;4326.59;Casual
20230127;97.47;Ciclismo
20230127;625.49;Fitness
20230127;2353.69;Padel
20230127;1685.04;Pesca
20230127;2391.27;Running
20230127;1676.37;Sci
20230127;189.53;Snowboard
20230127;1523.56;Trekking
20230128;8699.02;Calcio
20230128;3674.46;Casual
20230128;51.21;Ciclismo
20230128;437.78;Fitness
20230128;717.30;Padel
20230128;517.65;Pesca
20230128;619.50;Running
20230128;1704.24;Sci
20230128;1147.93;Tennis
20230128;1114.89;Trekking
20230129;247.39;Bambino
20230129;2841.03;Calcio
20230129;5269.47;Casual
20230129;1558.66;Fitness
20230129;672.82;Padel
20230129;2370.99;Pesca
20230129;1502.49;Sci
20230129;1073.80;Tennis
20230129;867.09;Trekking
20230129;764.05;Volley
20230130;4996.89;Calcio
20230130;3339.11;Casual
20230130;265.97;Fitness
20230130;673.02;Mare
20230130;37.83;Padel
20230130;1619.41;Pesca
20230130;1279.89;Running
20230130;519.76;Sci
20230130;1792.01;Snowboard
20230130;488.58;Tennis
20230130;742.37;Trekking
20230130;660.80;Volley
20230131;729.36;Calcio
20230131;1115.10;Casual
20230131;637.26;Fitness
20230131;1588.65;Pesca
20230131;970.55;Running
20230131;2923.63;Sci
20230131;2200.88;Trekking
20230201;1725.51;Calcio
20230201;511.71;Casual
20230201;391.94;Fitness
20230201;659.07;Padel
20230201;2733.11;Pesca
20230201;536.49;Running
20230201;337.83;Sci
20230201;1110.56;Trekking
20230202;1548.34;Calcio
20230202;1115.10;Padel
20230202;861.06;Pesca
20230202;619.50;Running
20230202;433.65;Sci
20230202;1891.50;Snowboard
20230202;867.30;Tennis
20230202;2416.05;Trekking
20230203;251.10;Bambino
20230203;1589.84;Calcio
20230203;288.69;Casual
20230203;1531.36;Pesca
20230203;1341.42;Trekking
20230204;2609.13;Calcio
20230204;3091.72;Casual
20230204;35.93;Fitness
20230204;18.92;Padel
20230204;1023.04;Pesca
20230204;412.59;Running
20230204;338.04;Sci
20230204;128.03;Trekking
20230205;1452.11;Calcio
20230205;1488.04;Casual
20230205;111.92;Fitness
20230205;2048.07;Pesca
20230205;675.67;Running
20230205;4621.06;Sci
20230205;794.20;Snowboard
20230205;656.67;Trekking
20230206;2308.67;Calcio
20230206;1816.37;Casual
20230206;242.43;Fitness
20230206;239.54;Nuoto
20230206;3218.14;Pesca
20230206;619.50;Running
20230206;3114.02;Sci
